,Immoweb Code,Prices,Locality,House Type,Area,Rooms,Kitchen,Terrace Area,Furniture,Fireplace,Garden Orientation,Garden Area,Ground Surface,Num of facades,Swimming Pool,Building State
17,Immoweb code : 9314031,225000€,Kursaal-Oosthelling88400—Oostende,Apartmentforsale,61,1,Hyper equipped,,No,,,,,,No,As new
18,Immoweb code : 9313713,249000€,1410—Waterloo|Askfortheexactaddress,Apartmentforsale,76,2,Semi equipped,4,No,,,,,2,No,Just renovated
19,Immoweb code : 9174652,210000€,RueFredericNyst36Box0034020—Liege,Loftforsale,135,1,USA installed,,No,,,,,3,No,As new
20,Immoweb code : 9301367,235000€,AvenueFrancoisSebrechts1080—Molenbeek-Saint-Jean,Apartmentforsale,93,2,USA hyper equipped,4,Yes,,,,,2,No,Good
21,Immoweb code : 9181612,245000€,"RueLeclerc1,B76600—Bastogne",Apartmentforsale,114,2,Installed,,No,,,,,,No,As new
22,Immoweb code : 7913375,246000€,Dijk38BoxA01.012861—Onze-Lieve-Vrouw-Waver,Serviceflatforsale,65,1,Installed,,No,,,,,3,,
23,Immoweb code : 9150998,249500€,RueSainteAnne-RueduSermentA1061420—Braine-l'Alleud,Apartmentforsale,77,1,USA hyper equipped,5,No,,,,,4,No,
24,Immoweb code : 9305849,250000€,AvenuePaulDeschanel1511030—Schaerbeek,Apartmentforsale,90,2,USA hyper equipped,6,No,,,,,2,,Just renovated
25,Immoweb code : 9312746,215000€,1785—Merchtem|Askfortheexactaddress,Duplexforsale,148,3,Semi equipped,24,No,,,,,2,,Good
26,Immoweb code : 9312920,249000€,1070—Anderlecht|Askfortheexactaddress,Apartmentforsale,75,2,Installed,8,No,,,,,2,,Good
27,Immoweb code : 9303586,205000€,"Kruidtuinlaan2,D1BT1000—BrusselsCity",Apartmentforsale,55,1,Installed,,Yes,,,,,,No,Good
28,Immoweb code : 9254740,205000€,ChausséedeTongres626Box14000—LiègeRocourt,Groundfloorforsale,80,1,Installed,,No,,,100,,3,,As new
29,Immoweb code : 9288714,209000€,RuedelaSpinette113Box/26800—Libramont-Chevigny,Apartmentforsale,79,2,Hyper equipped,20,No,,,98,,2,No,Good
30,Immoweb code : 9244182,210000€,Dendermondsesteenweg86Box0012830—Willebroek,Apartmentforsale,96,2,Semi equipped,23,No,,,,,2,,Good
31,Immoweb code : 9223237,219000€,JanvanAelbroecklaan57aBox7029050—GENTBRUGGE,Apartmentforsale,70,1,Installed,,No,,,,,2,,
32,Immoweb code : 9136680,220000€,AvenueHenriLiebrecht331090—Jette,Apartmentforsale,94,2,Not installed,8,No,,,,,2,No,To renovate
33,Immoweb code : 9193479,229000€,AlléedesPlatanes63Box84053—Embourg,Apartmentforsale,90,2,Semi equipped,,No,,,,,3,,
34,Immoweb code : 9252575,230000€,"ParcdesSaules4,151300—Wavre",Apartmentforsale,75,2,Hyper equipped,8,,,,,,,No,As new
35,Immoweb code : 9010080,234000€,"IJzerenwegstraat2,2012830—Willebroek",Apartmentforsale,106,3,Installed,,No,,,,,2,,Good
36,Immoweb code : 9275963,234000€,Sint-Gillisbaan123Box19100—SINT-NIKLAAS,Groundfloorforsale,84,2,Semi equipped,9,No,,,38,,2,,Good
37,Immoweb code : 9232008,235000€,LouisSchmidtlaan581040—Etterbeek,Apartmentforsale,65,1,Semi equipped,,,,,,,,,Good
38,Immoweb code : 9181792,235000€,FransRegoudthelling68370—Blankenberge,Apartmentforsale,89,2,Installed,,Yes,,,,,2,,Good
39,Immoweb code : 9286918,239000€,"Zeelandstraat1,gvl2660—Hoboken",Groundfloorforsale,88,2,Semi equipped,20,No,,,,,2,,Good
40,Immoweb code : 9066128,240000€,RueBerckmans1421060—Saint-Gilles,Apartmentforsale,55,1,Installed,12,No,,,,,2,No,As new
41,Immoweb code : 9284519,240000€,"ClosYvesRobert1,124141—SprimontLouveigné",Apartmentforsale,85,2,Installed,14,No,,,,,2,No,As new
42,Immoweb code : 9270731,240000€,Markt132Box49800—Deinze,Apartmentforsale,89,2,Installed,52,No,,,,,2,,Just renovated
43,Immoweb code : 9255734,247500€,Pelikaanstraat38Box121000—BrusselsCity,Apartmentforsale,70,2,Installed,2,Yes,,,,,3,,
44,Immoweb code : 9290738,249000€,HELIHAVENLAAN48BoxR61000—BrusselsCity,Apartmentforsale,55,2,Installed,,Yes,,,,,3,,
45,Immoweb code : 9142050,249000€,Pelikaanstraat38Box131000—BrusselsCity,Apartmentforsale,72,2,USA hyper equipped,5,Yes,,,,,2,,
46,Immoweb code : 9268128,249000€,RueSpinette64Box2.64400—FLÉMALLE-HAUTE,Apartmentforsale,128,3,Installed,8,No,,,,,3,,Good
47,Immoweb code : 9224259,249000€,QuaideCompiegne28Box34500—Huy,Groundfloorforsale,126,3,Hyper equipped,,No,,,64,,2,No,Good
48,Immoweb code : 9273746,249950€,Oudestraat87BoxGvl2660—Hoboken,Groundfloorforsale,121,2,Semi equipped,,No,,,161,,2,,As new
49,Immoweb code : 9118792,250000€,AvenueduParc25Box11060—Saint-Gilles,Apartmentforsale,100,1,Not installed,5,No,,,,,2,No,To renovate
50,Immoweb code : 9304947,From 214000€ To 269000€,Gelaagstraat689140—STEENDORP,HetGevoel,,,,,,,,,,,,
51,Immoweb code : 9168250,237500€,RueduMarais91Box2.14500—Huy,Penthouseforsale,156,3,Installed,8,,,,,,3,,As new
52,Immoweb code : 9302068,240000€,HenryDunantlaan50BoxA5CT1140—Evere,Apartmentforsale,61,2,Installed,,Yes,,,,,,No,Good
53,Immoweb code : 9194211,205000€,AvenueLouise216Box91050—Bruxelles,Studioforsale,44,,,,Yes,,,,,2,,Good
54,Immoweb code : 9068199,209000€,RueValenciennoise307000—Mons,Apartmentforsale,90,2,Hyper equipped,14,No,,,,,3,,As new
55,Immoweb code : 9287120,220000€,QuaiauxPierresdeTaille161000—Bruxelles,Studioforsale,40,,Semi equipped,8,No,,,,,2,No,Good
56,Immoweb code : 9225124,229000€,AvenueMariusRenard391070—Anderlecht,Apartmentforsale,105,2,Installed,7,No,,,,,2,No,Good
57,Immoweb code : 9185605,231376€,Broeke111-115BoxA1.49600—Ronse,Apartmentforsale,96,2,Installed,17,No,,,,,2,,Good
58,Immoweb code : 8632033,233689€,Kloosterstraat632660—Hoboken,Apartmentforsale,98,2,Installed,,No,,,,,2,No,As new
59,Immoweb code : 9306815,250000€,5100—Jambes|Askfortheexactaddress,Apartmentforsale,86,2,USA installed,13,No,,,165,,4,No,As new
60,Immoweb code : 9295193,215000€,RueduPanorama846700—Arlon,Apartmentforsale,100,3,Installed,,No,,,,,,,Good
61,Immoweb code : 9274149,215000€,"BoulevardLouisSchmidt0,01040—Etterbeek",Studioforsale,55,1,Installed,,No,,,,,2,No,Good
62,Immoweb code : 9276756,234138€,Chausséed'Haecht20341130—Haren,Apartmentforsale,85,2,Hyper equipped,2,,,,,,2,No,As new
63,Immoweb code : 9305588,235000€,"Kerkstraat1,19770—KRUISHOUTEM",Groundfloorforsale,115,2,Installed,,No,,,,,2,,Good
64,Immoweb code : 9306058,240000€,"Kwadestraat2,118800—Roeselare",Apartmentforsale,110,2,Hyper equipped,24,No,,,,,,,As new
65,Immoweb code : 9317720,225000€,Tolpoortstraat37Box129800—Deinze,Apartmentforsale,,1,Installed,,No,,,,,2,,
66,Immoweb code : 9317050,235000€,Stationsstraat1DBox38860—Lendelede,Apartmentforsale,120,3,,,No,,,,,2,,
67,Immoweb code : 9304224,225000€,1470—Baisy-Thy|Askfortheexactaddress,Apartmentforsale,100,3,Installed,10,No,,,,,4,No,As new
68,Immoweb code : 9176361,202500€,"RuePrésidentWilson9,614430—Ans",Apartmentforsale,99,2,Installed,8,No,,,,,,,
69,Immoweb code : 9192036,204000€,AvenueAlbert1er65Box03.024500—Huy,Apartmentforsale,87,2,Not installed,5,No,,,,,2,,
70,Immoweb code : 9245789,209000€,RuedeBastogne1436900—Marche-en-Famenne,Apartmentforsale,123,2,Installed,9,No,,,,,3,,
71,Immoweb code : 9070454,211000€,"RuePrésidentWilson8,114430—Ans",Apartmentforsale,119,2,Installed,13,No,,,,,,,
72,Immoweb code : 9292449,219000€,RuedeHuy108C&DBox2.14280—Hannut,Apartmentforsale,110,2,Installed,7,No,,,,,4,,
73,Immoweb code : 9292448,219000€,RuedeHuy108C&DBox1.24280—Hannut,Apartmentforsale,109,2,Installed,8,No,,,,,4,,Good
74,Immoweb code : 9240591,220000€,RuedesVierges581000—Bruxelles,Apartmentforsale,56,1,Installed,,No,,,,,2,No,To be done up
75,Immoweb code : 8972455,220000€,RuedeGeneve191140—Evere,Studioforsale,40,,USA hyper equipped,,Yes,,,,,2,,As new
76,Immoweb code : 9011223,220790€,RuedeMarche17BoxB6950—Nassogne,Apartmentforsale,109,3,Installed,12,No,,,,,2,,
77,Immoweb code : 9277409,225000€,DRABSTRAAT262640—Mortsel,Apartmentforsale,60,1,,5,No,,,,,2,,
78,Immoweb code : 9290743,229000€,"ANTWERPSELAAN5,B41000—BrusselsCity",Apartmentforsale,58,2,USA hyper equipped,3,Yes,,,,,2,,
79,Immoweb code : 9214537,229000€,AvenueWannecouter1221020—Bruxelles,Groundfloorforsale,65,2,Installed,6,No,,,53,,2,No,Good
80,Immoweb code : 9282536,230000€,RuedeLongwy143BoxA226790—Aubange,Apartmentforsale,155,3,Installed,,No,,,,,2,,Good
81,Immoweb code : 9011221,230957€,RuedeMarche17BoxA6950—Nassogne,Apartmentforsale,109,3,Installed,12,No,,,,,3,,
82,Immoweb code : 9288717,235000€,RueSauveniere52Box/14590—Ouffet,Apartmentforsale,100,2,Installed,20,Yes,,,70,,2,No,Good
83,Immoweb code : 9075571,235000€,Kollegeplein20Box138530—Harelbeke,Apartmentforsale,88,2,Hyper equipped,7,No,,,,,,,
84,Immoweb code : 8321371,240000€,"RueLeclerc1,B26600—Bastogne",Apartmentforsale,103,2,Installed,,No,,,,,,No,As new
85,Immoweb code : 9075570,240000€,Kollegeplein20Box128530—Harelbeke,Apartmentforsale,90,2,Hyper equipped,7,No,,,,,,,
86,Immoweb code : 9253682,245000€,RueMontagnedesCerisiers311200—Woluwe-Saint-Lambert,Apartmentforsale,71,1,Semi equipped,,No,,,,,,No,Good
87,Immoweb code : 9240417,245000€,QuaideRome71Box324000—Liege,Apartmentforsale,110,2,Not installed,,No,,,,,2,No,To be done up
88,Immoweb code : 8323488,246000€,avenueduPort86C1000—Bruxelles,Apartmentforsale,75,1,Hyper equipped,5,No,,,,,,No,As new
89,Immoweb code : 9287972,247000€,Boetendaellaan53Box241180—Uccle,Groundfloorforsale,86,1,USA hyper equipped,13,No,,,,,2,No,As new
90,Immoweb code : 9277481,247500€,Lindekouterstraat209030—Mariakerke,Duplexforsale,138,3,Installed,,No,,,,,,,
91,Immoweb code : 9289311,250000€,RuedeGenève470Box51030—Schaerbeek,Apartmentforsale,102,2,Installed,9,No,1,1,,,2,,Good
92,Immoweb code : 9002427,250000€,AvenueduParc861060—Saint-Gilles,Apartmentforsale,90,2,Not installed,2,No,,,,,2,,To renovate
93,Immoweb code : 9286446,250000€,Ijzerstraat26Box28400—Oostende,Apartmentforsale,80,2,Installed,2,No,,,,,2,No,Good
94,Immoweb code : 9300729,219000€,BoulevardJosephTirou141Box0116000—Charleroi,Apartmentforsale,155,2,Installed,,No,,,,,2,No,Just renovated
95,Immoweb code : 9195005,239000€,RuedesGenerauxCuvelier26-28Box/A066820—Florenville,Apartmentforsale,93,2,Installed,8,No,,,,,3,No,
96,Immoweb code : 9087978,249000€,RueduGonhy55Box1G4100—Boncelles,Apartmentforsale,106,2,Hyper equipped,10,No,,,,,,No,As new
97,Immoweb code : 9294260,225000€,EmileJacqmainlaan66Box141000—BrusselsCity,Apartmentforsale,65,2,Installed,,Yes,,,,,1,,Good
98,Immoweb code : 9163513,239000€,Eenenboomlaan31Box51932—Sint-Stevens-Woluwe,Apartmentforsale,88,2,Semi equipped,,No,,,,,,No,To be done up
99,Immoweb code : 9299291,219000€,Ruedel'Hospice4ABox14690—Bassenge,Apartmentforsale,127,2,Installed,43,No,,,,,3,,Good
100,Immoweb code : 9175208,249000€,Sint-Bernardsesteenweg141Box1012020—Antwerp,Apartmentforsale,123,3,Hyper equipped,10,No,,,,,,No,As new
101,Immoweb code : 8846052,205000€,Langestraat51BoxB118370—Blankenberge,Apartmentforsale,83,3,Hyper equipped,,No,,,,,,No,Good
102,Immoweb code : 9092176,210000€,RueduRavin2/0026042—Lodelinsart,Apartmentforsale,92,2,Installed,,No,,,,,4,,Good
103,Immoweb code : 9231864,211495€,ChausséedeCourcelles130BoxA026041—Gosselies,Apartmentforsale,90,2,Installed,75,No,,,,,4,,Good
104,Immoweb code : 8676656,213500€,Berkenrodelei49BoxV1R2660—Hoboken,Apartmentforsale,85,2,Installed,9,No,,,,,2,No,As new
105,Immoweb code : 9281954,219000€,Beertsestraat1631500—Halle,Duplexforsale,116,3,Semi equipped,,No,,,,,2,,Good
106,Immoweb code : 9271842,219000€,GroteEdestraat578370—Blankenberge,Apartmentforsale,125,3,Installed,,No,,,,,,,Good
107,Immoweb code : 9108785,225000€,FransHalsvest94Box52800—Mechelen,Apartmentforsale,75,2,Installed,,No,,,,,,No,Good
108,Immoweb code : 9140260,225000€,RueSaint-Paul374000—Liège,Apartmentforsale,85,3,Not installed,,No,,,,,2,,As new
109,Immoweb code : 9274899,229000€,Franchommelaan22Box58370—Blankenberge,Apartmentforsale,63,2,Installed,,No,,,,,,No,Good
110,Immoweb code : 8991112,229000€,"Antwerpenstraat2,28450—Bredene",Apartmentforsale,100,1,Installed,,No,,,,,,No,As new
111,Immoweb code : 9255538,230000€,RueTheodoreDeCuyper1651200—Woluwe-Saint-Lambert,Apartmentforsale,86,2,Semi equipped,10,,,,,,2,,To be done up
112,Immoweb code : 9099909,230000€,DeSmetDeNaeyerlaan132Box3028370—Blankenberge,Apartmentforsale,82,2,Hyper equipped,,No,,,,,,No,As new
113,Immoweb code : 9207720,234950€,"Duinkerkelaan2,38660—LaPanne",Apartmentforsale,65,2,Hyper equipped,4,No,,,,,,No,As new
114,Immoweb code : 9291582,240000€,RueThéodoreDeCuyper90Box111200—Woluwe-Saint-Lambert,Apartmentforsale,39,1,Installed,,Yes,,,,,,No,Good
115,Immoweb code : 9272192,245000€,JanBreydellaan70Box28200—Sint-Andries,Apartmentforsale,104,2,Hyper equipped,,No,,,,,,,As new
116,Immoweb code : 9291252,249000€,Maasstraat33Box22060—Antwerp,Apartmentforsale,125,3,Installed,8,No,,,,,,No,Good
117,Immoweb code : 9269505,249000€,Vestingstraat71Box88310—ASSEBROEK,Apartmentforsale,110,2,Installed,,No,,,,,,,Good
118,Immoweb code : 9235667,249000€,Franchommelaan54Box108370—Blankenberge,Penthouseforsale,43,1,Installed,20,No,,,,,,,Good
119,Immoweb code : 9195756,249000€,A.Pauwelslaan38Box1018370—Blankenberge,Apartmentforsale,95,2,Hyper equipped,6,No,,,,,,No,As new
120,Immoweb code : 9157969,249000€,VandeCasteelestraat148420—Wenduine,Apartmentforsale,82,2,Installed,,No,,,,,,No,Good
121,Immoweb code : 9307285,250000€,1170—Watermael-Boitsfort|Askfortheexactaddress,Apartmentforsale,67,2,USA hyper equipped,6,No,,,,,2,No,Good
122,Immoweb code : 8652257,From 144500€ To 284000€,4020—GRIVEGNÉE|Askfortheexactaddress,RESIDENCEFAYENBOISTREVIRASQUAIN,,,,,,,,,,,,
123,Immoweb code : 8443903,From 144500€ To 286136€,RuedeBoisdeBreux4020—GRIVEGNÉE,RESIDENCEFAYENBOISTREVILIEGE,,,,,,,,,,,,
124,Immoweb code : 8569604,From 149000€ To 350000€,4500—Huy|Askfortheexactaddress,Newrealestateproject-Apartmentsforsale,,,,,,,,,,,,
125,Immoweb code : 9205746,From 163000€ To 420000€,2500—Lier|Askfortheexactaddress,LISPERPARK,,,,,,,,,,,,
126,Immoweb code : 8733183,From 165000€ To 345000€,Engelsenlaan59600—Ronse,ResidentieCézanne,,,,,,,,,,,,
127,Immoweb code : 9243855,From 171600€ To 350000€,Trémouroux1181360—Perwez,Tremouroux,,,,,,,,,,,,
128,Immoweb code : 9272971,From 175000€ To 223000€,Vakantiestraat48434—Westende,westbayIV,,,,,,,,,,,,
129,Immoweb code : 8147008,From 175182€ To 313642€,ChausseedesNerviens101300—Wavre,valvénaapibwA&B,,,,,,,,,,,,
130,Immoweb code : 9135511,From 181000€ To 233500€,RuedesCrépalles514500—Huy,CrépallesHuy,,,,,,,,,,,,
131,Immoweb code : 8416082,From 185000€ To 265000€,Koninginnelaan868430—Middelkerke,XANADU,,,,,,,,,,,,
132,Immoweb code : 8733005,From 185000€ To 315000€,8520—Kuurne|Askfortheexactaddress,KERKSTRAATKUURNE,,,,,,,,,,,,
133,Immoweb code : 9269385,From 186000€ To 506000€,BoucleJean-FrançoisBreuer321435—Mont-Saint-Guibert,L'OrnebyEaglestone,,,,,,,,,,,,
134,Immoweb code : 9232402,From 186000€ To 506000€,RueAugusteLannoye11435—Mont-Saint-Guibert,ORNEbyEaglestonenouvel,,,,,,,,,,,,
135,Immoweb code : 8497869,From 189000€ To 236000€,RuedelaClef1044608—FLÉRON,CLOSDESTROISCHENESAPPARTEMENTS,,,,,,,,,,,,
136,Immoweb code : 8652247,From 189000€ To 236000€,RuedelaClef1044620—FLÉRON,CLOSDESTROISCHENESAPP-TREVIRASQUAIN,,,,,,,,,,,,
137,Immoweb code : 9164340,From 190000€ To 223000€,4837—Baelen|Askfortheexactaddress,QuartierduBailou-Appartements,,,,,,,,,,,,
138,Immoweb code : 9249734,From 195000€ To 605000€,Waterstraat28770—Ingelmunster,Valora,,,,,,,,,,,,
139,Immoweb code : 8570346,From 199000€ To 249000€,7700—Mouscron|Askfortheexactaddress,MOUSCRON,,,,,,,,,,,,
140,Immoweb code : 8458407,From 201500€ To 219500€,Barrage48793—Sint-Eloois-Vijve,TerKadeinSint-Eloois-Vijve,,,,,,,,,,,,
141,Immoweb code : 8491089,203800€,AvenuedesAlliés644960—Malmedy,RésidenceRemacle,,,,,,,,,,,,
142,Immoweb code : 9282838,From 205000€ To 370000€,RueTheophilePiat21300—Wavre,MoulinàVent,,,,,,,,,,,,
143,Immoweb code : 9279910,From 205000€ To 370000€,RueThéophilePiat21300—Wavre,MOULINAVENT,,,,,,,,,,,,
144,Immoweb code : 9064356,From 208500€ To 228500€,RueSousleChateau494821—Andrimont,ANDRIMONTVillage,,,,,,,,,,,,
145,Immoweb code : 9171586,209000€,RuedeBastogne1436900—Marche-en-Famenne,LesJardinsdeHollogne,,,,,,,,,,,,
146,Immoweb code : 9257387,From 210000€ To 245000€,Kerkhofstraat339140—TemseSteendorp,ResidentieParkzicht,,,,,,,,,,,,
147,Immoweb code : 8825868,From 212200€ To 297440€,Broekstraat1800—Vilvoorde,'tBrughuis,,,,,,,,,,,,
148,Immoweb code : 9243930,From 215000€ To 395000€,RueLabouxhe814633—Melen,RESIDENCEDUCHATEAUHAUZEUR,,,,,,,,,,,,
149,Immoweb code : 8120282,From 219000€ To 1299000€,7500—Tournai|Askfortheexactaddress,IDE098,,,,,,,,,,,,
150,Immoweb code : 9202743,From 220000€ To 630000€,QuaidesUsines1561000—Bruxelles,"""Utopia""",,,,,,,,,,,,
151,Immoweb code : 9258371,From 223000€ To 309000€,DeSchom2500—Lier,DESCHOMLIER,,,,,,,,,,,,
152,Immoweb code : 9206558,From 229000€ To 439000€,Mechelbaan2962580—Putte,EMERALD-MECHELBAAN296PUTTE,,,,,,,,,,,,
153,Immoweb code : 8357619,From 230000€ To 320000€,RuedeStalle1081180—Uccle,ParcAvenue,,,,,,,,,,,,
154,Immoweb code : 8633740,230000€,Chausséed'Arlon916600—Bastogne,"Bastogne-HABITAT+""RésidenceLODGES""",,,,,,,,,,,,
155,Immoweb code : 8576552,From 230300€ To 363000€,5530—GODINNE|Askfortheexactaddress,Newrealestateproject-Apartmentsforsale,,,,,,,,,,,,
156,Immoweb code : 9144296,From 233000€ To 498000€,4100—BONCELLES|Askfortheexactaddress,RESIDENCEOXYGEN,,,,,,,,,,,,
157,Immoweb code : 9027009,From 233000€ To 498000€,RueDuGonhy614100—BONCELLES,RESIDENCEOXYGEN,,,,,,,,,,,,
158,Immoweb code : 9048086,From 234000€ To 375000€,3000—Leuven|Askfortheexactaddress,TympleGreensDiestsestr,,,,,,,,,,,,
159,Immoweb code : 8984214,From 234320€ To 344410€,1500—Halle|Askfortheexactaddress,VerdaNoordFase3,,,,,,,,,,,,
160,Immoweb code : 8547676,From 235000€ To 330000€,Steenkaai148000—Brugge,Newrealestateproject-Apartmentsforsale,,,,,,,,,,,,
161,Immoweb code : 9286067,From 239000€ To 289000€,Bakkerstraat349200—GREMBERGEN,ResidentieRiposoVerde,,,,,,,,,,,,
162,Immoweb code : 9023198,From 239400€ To 415500€,ChausséedeNerviens101300—Wavre,valvénaC-2021,,,,,,,,,,,,
163,Immoweb code : 8791393,From 239500€ To 284500€,ChausseedeTirlemont005030—Gembloux,Altitude154,,,,,,,,,,,,
164,Immoweb code : 8943033,From 248000€ To 573000€,RueduCorbeau331340—Ottignies-Louvain-la-Neuve,Newrealestateproject-Apartmentsforsale,,,,,,,,,,,,
165,Immoweb code : 9316156,205000€,Vennestraat85/129230—Wetteren,Apartmentforsale,83,2,Installed,4,No,,,,,,,As new
166,Immoweb code : 9317153,220000€,1200—WOLUWÉ-SAINT-LAMBERT|Askfortheexactaddress,Apartmentforsale,60,1,Hyper equipped,2,No,,,,,2,,Just renovated
167,Immoweb code : 9317345,240000€,RoutedeNeufchateau427/2.1Box2.16700—Arlon,Apartmentforsale,73,2,Installed,,No,,,,,,,As new
168,Immoweb code : 9316936,245000€,1210—SINT-JOOST-TEN-NODE|Askfortheexactaddress,Apartmentforsale,70,2,Installed,,No,1,1,,,,,Good
169,Immoweb code : 9281813,208000€,Sint-Amandsesteenweg107Box4012880—Bornem,Apartmentforsale,62,1,Installed,6,No,,,,,4,,
170,Immoweb code : 9250056,215000€,AvenueduRenouveau331140—Evere,Apartmentforsale,85,2,,7,,,,,,2,,To renovate
171,Immoweb code : 9256492,215000€,PieterCoutereelstraat40Box02013000—Leuven,Duplexforsale,55,1,,,No,,,,,2,,Just renovated
172,Immoweb code : 8784260,217500€,Beverenstraat22BoxB03.028540—Deerlijk,Apartmentforsale,90,2,Installed,8,No,,,,,4,No,As new
173,Immoweb code : 9198484,219000€,Zandstraat95Box59200—APPELS,Apartmentforsale,96,2,,18,No,,,,,2,,
174,Immoweb code : 9220587,229520€,Herentalsebaan671Box4012100—Deurne,Apartmentforsale,91,2,Installed,4,No,,,,,4,No,As new
175,Immoweb code : 9198169,240000€,ruedeGenève4701030—Schaerbeek,Apartmentforsale,95,2,Installed,,,,,,,3,,Good
176,Immoweb code : 9001188,245000€,Kollegeplein20Box148530—Harelbeke,Apartmentforsale,85,2,Hyper equipped,7,No,,,,,,,
177,Immoweb code : 9045810,250000€,Schaarstraat86Box0018000—Brugge,Groundfloorforsale,101,2,,,No,,,75,,2,,Good
178,Immoweb code : 9308642,239000€,1030—Schaerbeek|Askfortheexactaddress,Apartmentforsale,90,2,Installed,8,No,,,,,2,,Good
179,Immoweb code : 9295139,225000€,6210—LesBonsVillers|Askfortheexactaddress,Apartmentforsale,100,3,Installed,10,No,,,,,4,No,As new
180,Immoweb code : 9295709,249000€,Zevenslapersstraat243000—Leuven,Studioforsale,35,1,,15,No,,,,,3,,Just renovated
181,Immoweb code : 9314958,249000€,EuphrosinaBeernaertstraat140A/02.018400—Oostende,Apartmentforsale,82,2,Installed,4,No,,,,,2,No,As new
182,Immoweb code : 9239684,249000€,Anemonenlaan4Boxe9140—Steendorp,Apartmentforsale,105,3,Installed,,No,,,,,3,,Good
183,Immoweb code : 9158134,244500€,ChausseedeNapoleon22EBox114500—Huy,Duplexforsale,165,3,Not installed,,No,,,,,2,,As new
184,Immoweb code : 9230541,249000€,RueAugusteLannoye11435—Mont-Saint-Guibert,Apartmentforsale,75,1,USA hyper equipped,11,,,,81,,2,No,As new
185,Immoweb code : 9177831,249000€,Bosstraat105BBox22500—Lier,Apartmentforsale,75,2,Installed,34,No,,,47,,3,,
186,Immoweb code : 9293188,240000€,1050—Ixelles|Askfortheexactaddress,Apartmentforsale,65,1,Semi equipped,,No,,,,,2,No,Good
187,Immoweb code : 9292925,245000€,1200—Woluwe-Saint-Lambert|Askfortheexactaddress,Apartmentforsale,58,1,Installed,,No,,,,,2,No,Good
188,Immoweb code : 9294001,249000€,rueMercelis47Box01050—Ixelles,Apartmentforsale,45,1,Installed,,No,,,,,2,,
189,Immoweb code : 9298879,208000€,KoningAlbertII-laan49Box121000—BrusselsCity,Apartmentforsale,67,1,Installed,,No,,,,,4,No,
190,Immoweb code : 9279124,207000€,"ArthurCoussensstraat7,02038480—Ichtegem",Apartmentforsale,70,2,Hyper equipped,4,No,,,,,,No,As new
191,Immoweb code : 9185428,210000€,Marktplein20Box28530—Harelbeke,Apartmentforsale,115,3,Installed,17,No,,,,,,No,Good
