,Immoweb Code,Prices,Locality,House Type,Area,Rooms,Kitchen,Terrace Area,Furniture,Fireplace,Garden Orientation,Garden Area,Ground Surface,Num of facades,Swimming Pool,Building State
123,Immoweb code : 9166694,225000€,PlainedelaSarte33BoxA4500—LASARTEÀHUY,Apartmentforsale,102,2,Installed,12,No,,,200,,4,,
124,Immoweb code : 8881509,225000€,"Brugsestraat115,8020—Oostkamp",Apartmentforsale,160,3,Installed,5,No,,,,,2,No,Good
125,Immoweb code : 9215465,227500€,RueduCentre105377—Baillonville,Apartmentforsale,171,4,Installed,,No,,,54515,,,No,Good
126,Immoweb code : 9102740,229000€,Diksmuidestraat4Box02.018400—Oostende,Apartmentforsale,60,2,Installed,2,Yes,,,,,2,,Good
127,Immoweb code : 8914379,229000€,Ranonkelstraat2/5019700—Oudenaarde,Apartmentforsale,79,2,,7,No,,,,,2,No,As new
128,Immoweb code : 9275254,Reserve price : 230000€,HubertFrère-Orbanlaan4379000—Gent,Apartmentforsale,123,3,Installed,7,,,,,,,,Good
129,Immoweb code : 9270607,235000€,AvenuedesCroixdeGuerre1391120—Bruxelles,Apartmentforsale,65,2,Semi equipped,,No,,,,,2,No,Just renovated
130,Immoweb code : 9138816,239000€,5002—SAINT-SERVAIS|Askfortheexactaddress,Apartmentforsale,111,3,Semi equipped,,No,,,,,2,,
131,Immoweb code : 9275508,249000€,VanCortbeemdelei1192100—Deurne,Loftforsale,200,,Semi equipped,,No,,,,,2,,
132,Immoweb code : 9126249,249000€,Goedendaglaan24Box0.78500—Kortrijk,Apartmentforsale,97,2,,90,No,,,,,2,,
133,Immoweb code : 9302754,From 245000€ To 250000€,Binnenstraat1769300—Aalst,ResidentieArendmet7prachtigenieuwbouwappartem,,,,,,,,,,,,
134,Immoweb code : 9313750,239000€,"Elverdingestraat4,B1B8900—Ieper",Apartmentforsale,93,2,,14,No,,,,,,,
135,Immoweb code : 8706423,207000€,Molenstraat230/0.39900—Eeklo,Groundfloorforsale,90,2,Installed,46,No,,,45,,4,No,As new
136,Immoweb code : 8682468,211500€,Boelare103/C.00029900—Eeklo,Groundfloorforsale,81,2,Installed,11,No,,,,,4,No,As new
137,Immoweb code : 9021720,215000€,Brusselbaan157Box0.29320—AalstErembodegem,Groundfloorforsale,75,1,Hyper equipped,14,,,,,,4,,As new
138,Immoweb code : 9073912,230000€,4050—Chaudfontaine|Askfortheexactaddress,Penthouseforsale,79,1,Installed,8,,,,,,,No,
139,Immoweb code : 9136088,230000€,ChausséedeBastogne686640—Sibret,Apartmentforsale,81,2,,8,No,,,240,,,,As new
140,Immoweb code : 8859993,232400€,Heiligestraat52/33770—Riemst,Duplexforsale,123,2,Not installed,,No,,,,,2,No,As new
141,Immoweb code : 8859989,232400€,Heiligestraat52/33770—Riemst,Duplexforsale,123,2,Not installed,,No,,,,,2,No,As new
142,Immoweb code : 9181099,239500€,FlorimondLeirensstraat57Box219230—Wetteren,Apartmentforsale,91,2,Hyper equipped,7,No,,,,,2,,
143,Immoweb code : 9169560,249000€,bruggestraat1048755—Ruiselede,Apartmentforsale,110,2,Hyper equipped,13,No,,,,,2,,As new
144,Immoweb code : 9181097,249500€,FlorimondLeirensstraat57Box119230—Wetteren,Apartmentforsale,91,2,Hyper equipped,23,No,,,,,2,,
145,Immoweb code : 8899278,249990€,RueJulesDELHAIZE42-441080—Molenbeek-St-Jean,Apartmentforsale,110,3,Hyper equipped,,No,,,,,2,,
146,Immoweb code : 9301314,From 159400€ To 338500€,RueEspinthe516900—Marche-en-Famenne,RésidenceEspinthe,,,,,,,,,,,,
147,Immoweb code : 9306515,209000€,kalkstraat1/2019100—Sint-Niklaas,Apartmentforsale,92,2,,,,,,,,,No,As new
148,Immoweb code : 9293406,Reserve price : 79000€,Breughelpark591730—Asse,Apartmentforsale,,2,Installed,,,,,,,,,Just renovated
149,Immoweb code : 9299124,From 199000€ To 330000€,1350—Orp-Jauche|Askfortheexactaddress,ClosduMoulin,,,,,,,,,,,,
150,Immoweb code : 9300024,From 210000€ To 345000€,Kerkstraat988370—Blankenberge,SCARPA,,,,,,,,,,,,
151,Immoweb code : 6770445,From 218539€ To 284804€,AvenueDeMirande1480—Tubize,Newrealestateproject-Apartmentsforsale,,,,,,,,,,,,
152,Immoweb code : 9300245,From 227000€ To 322000€,LangeElzenstraat2000—Antwerp,Antwerpen-nieuwbouwresidentieTheMark,,,,,,,,,,,,
153,Immoweb code : 6770722,From 231650€ To 482000€,Noordstraat1198800—Roeselare,Newrealestateproject-Apartmentsforsale,,,,,,,,,,,,
154,Immoweb code : 9298898,From 244000€ To 325000€,Kapellestraat42A-I9220—Hamme,ParkresidentieKerkwijck,,,,,,,,,,,,
155,Immoweb code : 9293573,236500€,"Esenweg40,8600—Diksmuide",Apartmentforsale,80,1,Installed,10,No,,,10,,1,No,Good
156,Immoweb code : 9275040,Reserve price : 65000€,QuaideCompiègne14/14500—Huy,Groundfloorforsale,55,4,,,,,,,,,,To be done up
157,Immoweb code : 9218185,Reserve price : 100000€,RueduNanfurnal81066950—Nassogne,Apartmentforsale,73,1,Installed,,,,,,,4,,Just renovated
158,Immoweb code : 8358684,205000€,Yv.Serruysstraat22BoxD18930—Menen,Apartmentforsale,91,2,Installed,23,No,,,,,,,
159,Immoweb code : 9286937,210000€,RueDeKeersmaeker181090—Jette,Apartmentforsale,70,2,,6,No,,,,,2,,
160,Immoweb code : 8749595,210000€,ClosdesCerisiers387850—Enghien,Serviceflatforsale,55,1,Installed,,No,,,,,4,,As new
161,Immoweb code : 9154490,219000€,1030—Schaerbeek|Askfortheexactaddress,Apartmentforsale,91,2,Not installed,,No,,,,,2,,To renovate
162,Immoweb code : 9234243,219000€,MoederTiburcestraat12/59400—Ninove,Apartmentforsale,,2,Installed,2,No,,,,,2,No,As new
163,Immoweb code : 9245871,220000€,RueLabouxhe814633—Melen,Apartmentforsale,85,1,Installed,,No,,,,,,,
164,Immoweb code : 9031390,223000€,Gasthuisbos3Box22440—Geel,Apartmentforsale,94,2,Installed,48,Yes,,,,,1,,As new
165,Immoweb code : 9183459,225000€,1081—Koekelberg|Askfortheexactaddress,Apartmentforsale,110,3,Installed,,,,,,,2,,Good
166,Immoweb code : 8947741,225000€,rueduvivier126900—Marche-en-Famenne,Apartmentforsale,84,2,USA hyper equipped,,No,,,,,,,Just renovated
167,Immoweb code : 8904771,225000€,Hoogstraat5Box3018470—Gistel,Duplexforsale,99,2,Installed,7,No,,,,,,,Good
168,Immoweb code : 9251053,230000€,Plantinenmoretuslei822018—Antwerp1,Apartmentforsale,128,1,,,,,,,,1,,
169,Immoweb code : 9061579,235000€,1000—Bruxelles|Askfortheexactaddress,Apartmentforsale,55,1,Installed,12,No,,,,,2,No,Good
170,Immoweb code : 9265749,238000€,1500—Halle|Askfortheexactaddress,Apartmentforsale,96,2,Installed,15,No,,,,,2,,
171,Immoweb code : 9102246,245000€,1420—Braine-l'Alleud|Askfortheexactaddress,Apartmentforsale,170,1,Not installed,,No,,,,,2,,To be done up
172,Immoweb code : 8585646,247500€,Remparden14/03089700—Oudenaarde,Apartmentforsale,54,1,,4,No,,,,,4,No,As new
173,Immoweb code : 8814751,247500€,Remparden14/03089700—Oudenaarde,Serviceflatforsale,54,1,,4,No,,,,,4,No,As new
174,Immoweb code : 9285432,249000€,Krokussenlaan56/11070—Anderlecht,Apartmentforsale,82,2,,2,No,,,,,2,No,To be done up
175,Immoweb code : 9151901,249500€,Voetweg7Box0.18710—Ooigem,Apartmentforsale,86,2,Installed,25,No,,,140,,,,As new
176,Immoweb code : 9296256,Reserve price : 80000€,Helmstraat12140—Antwerp,Apartmentforsale,61,1,,,,,,,,2,,
177,Immoweb code : 8817965,206500€,JanFransWillemsplein9900—Eeklo,Apartmentforsale,80,2,Installed,,No,,,,,4,,
178,Immoweb code : 9260070,229000€,Kaasstraat65Boxb3404—Attenhoven,Duplexforsale,109,3,Installed,2,No,,,,,2,,Good
179,Immoweb code : 9268058,238000€,"Edeschoolstraat3,2049230—TENEDE",Serviceflatforsale,61,1,Installed,,No,,,,,2,,
180,Immoweb code : 9271360,240000€,AlléedesPloktrèsses14000—Liège,Apartmentforsale,115,3,Hyper equipped,,,,,,,3,,As new
181,Immoweb code : 9301756,250000€,"Grachtstraat7,2B8900—Ieper",Apartmentforsale,109,2,Installed,,No,,,,,,,
182,Immoweb code : 9294545,250000€,RoutedeCortil-Wodon13/0015310—Leuze,Apartmentforsale,125,3,Installed,23,No,,,,,3,No,As new
183,Immoweb code : 9294149,250000€,"E3plein188,9050—Ledeberg",Apartmentforsale,94,2,Installed,19,No,,,,,,,As new
184,Immoweb code : 9297486,Reserve price : 205000€,Statiestraat17app1R2547—Lint,Apartmentforsale,97,2,Installed,,,,,,,2,,
185,Immoweb code : 9296698,From 208000€ To 263000€,HeiligGrafstraat29900—Eeklo,RidderKarel,,,,,,,,,,,,
186,Immoweb code : 9191658,Reserve price : 70000€,QuaiSaint-Léonard193d4000—Liège,Apartmentforsale,88,2,,,,,,,,,,To renovate
187,Immoweb code : 9239580,Reserve price : 100000€,ClosduSartay244053—Embourg,Apartmentforsale,,3,Installed,,,,,,,,,As new
188,Immoweb code : 9274862,Reserve price : 130000€,Schoonbroek1462180—Antwerp,Apartmentforsale,85,2,,,,,,,,2,,To be done up
189,Immoweb code : 9269974,Reserve price : 135000€,RueSaint-Nicolas3494420—Saint-Nicolas,Duplexforsale,,2,,60,,,,,,2,,Good
190,Immoweb code : 9258583,Reserve price : 140000€,RueduMonument44130—Esneux,Triplexforsale,166,4,Installed,,,,,,,3,,As new
191,Immoweb code : 9257867,Reserve price : 145000€,avenuedeLaeken501090—Jette,Apartmentforsale,,2,Installed,4,,,,,,,,To be done up
192,Immoweb code : 9235840,Reserve price : 185000€,Jagersdreef721640—Rhode-Saint-Genèse,Apartmentforsale,101,3,,,,,,,,4,,
193,Immoweb code : 9276533,209000€,Dr.Vanweddingenlaan23Box143540—Herk-de-Stad,Apartmentforsale,140,3,Installed,,No,,,,,,,Good
194,Immoweb code : 9234320,210000€,1083—Ganshoren|Askfortheexactaddress,Apartmentforsale,80,2,Installed,,No,,,,,2,No,To be done up
195,Immoweb code : 9267285,Reserve price : 210000€,AvenueJusticeBroquet21310—LaHulpe,Apartmentforsale,,2,,,,,,,,,,To renovate
196,Immoweb code : 9259557,210000€,AvenuedelaLiberte46Box41400—Nivelles,Apartmentforsale,86,2,Installed,65,No,,,,,2,No,Good
197,Immoweb code : 9224122,210000€,Pauwengraaf51/23630—Maasmechelen,Apartmentforsale,98,2,,28,,,,,,,No,
